daysSinceLastSession,vistornum,sessionnum,pvnum,logdate
17,7,7,114,2019-08-26
18,5,5,98,2019-08-26
19,8,8,85,2019-08-26
2,71,71,528,2019-08-26
20,9,9,52,2019-08-26
21,5,5,24,2019-08-26
22,3,3,13,2019-08-26
23,4,4,25,2019-08-26
24,19,19,110,2019-08-26
25,8,8,117,2019-08-26
27,1,1,1,2019-08-26
29,1,1,12,2019-08-26
3,58,58,461,2019-08-26
30,1,1,1,2019-08-26
31,2,2,16,2019-08-26
32,1,1,9,2019-08-26
33,1,1,0,2019-08-26
35,1,1,5,2019-08-26
38,2,2,6,2019-08-26
39,2,2,79,2019-08-26
4,42,42,372,2019-08-26
40,4,4,151,2019-08-26
41,2,2,35,2019-08-26
44,1,1,1,2019-08-26
45,2,2,4,2019-08-26
46,1,1,12,2019-08-26
48,1,1,5,2019-08-26
5,35,35,306,2019-08-26
54,1,1,4,2019-08-26
58,1,1,1,2019-08-26
6,21,21,145,2019-08-26
62,1,1,9,2019-08-26
7,16,16,140,2019-08-26
77,1,1,2,2019-08-26
8,6,6,57,2019-08-26
87,1,1,5,2019-08-26
9,7,7,60,2019-08-26
0,864,1501,10629,2019-08-27
1,136,136,914,2019-08-27
10,3,3,24,2019-08-27
106,1,1,1,2019-08-27
11,6,6,73,2019-08-27
12,7,7,46,2019-08-27
13,3,3,25,2019-08-27
14,3,3,11,2019-08-27
15,1,1,11,2019-08-27
16,1,1,7,2019-08-27
17,3,3,52,2019-08-27
18,4,4,16,2019-08-27
19,1,1,4,2019-08-27
2,35,35,290,2019-08-27
20,2,2,11,2019-08-27
21,4,4,12,2019-08-27
22,3,3,31,2019-08-27
24,3,3,16,2019-08-27
25,3,3,9,2019-08-27
26,2,2,26,2019-08-27
28,1,1,6,2019-08-27
29,2,2,1,2019-08-27
3,33,33,240,2019-08-27
30,1,1,2,2019-08-27
32,1,1,12,2019-08-27
33,2,2,28,2019-08-27
34,1,1,2,2019-08-27
35,2,2,20,2019-08-27
38,1,1,1,2019-08-27
4,22,22,140,2019-08-27
5,19,19,92,2019-08-27
53,1,1,1,2019-08-27
56,1,1,1,2019-08-27
6,16,16,128,2019-08-27
7,9,9,194,2019-08-27
8,12,12,79,2019-08-27
9,2,2,8,2019-08-27
90,1,1,1,2019-08-27
99,1,1,2,2019-08-27
0,651,1089,7230,2019-08-28
1,173,173,1160,2019-08-28
10,4,4,18,2019-08-28
11,3,3,7,2019-08-28
12,2,2,25,2019-08-28
124,1,1,6,2019-08-28
13,4,4,8,2019-08-28
14,4,4,9,2019-08-28
15,2,2,9,2019-08-28
17,2,2,32,2019-08-28
18,1,1,2,2019-08-28
19,1,1,2,2019-08-28
2,40,40,330,2019-08-28
20,3,3,27,2019-08-28
22,2,2,7,2019-08-28
23,3,3,35,2019-08-28
25,1,1,4,2019-08-28
26,2,2,2,2019-08-28
27,3,3,5,2019-08-28
3,19,19,166,2019-08-28
31,1,1,2,2019-08-28
4,23,23,117,2019-08-28
5,18,18,123,2019-08-28
53,1,1,2,2019-08-28
6,14,14,106,2019-08-28
7,6,6,20,2019-08-28
71,1,1,1,2019-08-28
8,10,10,77,2019-08-28
9,6,6,45,2019-08-28
93,1,1,10,2019-08-28
0,680,1264,8358,2019-08-29
1,210,210,1512,2019-08-29
10,5,5,31,2019-08-29
11,2,2,21,2019-08-29
13,2,2,13,2019-08-29
14,2,2,13,2019-08-29
15,3,3,5,2019-08-29
16,1,1,3,2019-08-29
17,2,2,10,2019-08-29
19,1,1,122,2019-08-29
2,76,76,578,2019-08-29
20,1,1,11,2019-08-29
21,2,2,2,2019-08-29
24,1,1,11,2019-08-29
27,3,3,36,2019-08-29
28,2,2,4,2019-08-29
29,1,1,25,2019-08-29
3,35,35,184,2019-08-29
30,2,2,9,2019-08-29
32,1,1,3,2019-08-29
33,1,1,9,2019-08-29
4,6,6,34,2019-08-29
48,2,2,12,2019-08-29
5,12,12,83,2019-08-29
6,7,7,48,2019-08-29
7,5,5,21,2019-08-29
74,1,1,1,2019-08-29
8,10,10,56,2019-08-29
9,4,4,26,2019-08-29
0,612,1210,8593,2019-08-30
1,134,134,1080,2019-08-30
10,3,3,21,2019-08-30
11,3,3,32,2019-08-30
13,3,3,40,2019-08-30
14,2,2,4,2019-08-30
141,1,1,1,2019-08-30
17,2,2,8,2019-08-30
2,59,59,432,2019-08-30
21,1,1,1,2019-08-30
22,1,1,6,2019-08-30
24,1,1,4,2019-08-30
26,1,1,28,2019-08-30
28,4,4,29,2019-08-30
29,1,1,2,2019-08-30
3,26,26,170,2019-08-30
30,1,1,7,2019-08-30
31,1,1,1,2019-08-30
38,1,1,3,2019-08-30
4,17,17,134,2019-08-30
49,1,1,4,2019-08-30
5,9,9,39,2019-08-30
6,4,4,38,2019-08-30
7,6,6,56,2019-08-30
8,5,5,42,2019-08-30
9,2,2,3,2019-08-30
0,472,960,6754,2019-08-31
1,124,124,1010,2019-08-31
10,1,1,9,2019-08-31
11,1,1,1,2019-08-31
12,6,6,40,2019-08-31
13,5,5,41,2019-08-31
14,1,1,11,2019-08-31
15,2,2,4,2019-08-31
16,3,3,11,2019-08-31
19,1,1,2,2019-08-31
2,36,36,432,2019-08-31
21,3,3,51,2019-08-31
22,1,1,1,2019-08-31
23,1,1,3,2019-08-31
24,1,1,19,2019-08-31
25,2,2,11,2019-08-31
27,2,2,5,2019-08-31
3,24,24,209,2019-08-31
30,1,1,3,2019-08-31
31,1,1,4,2019-08-31
35,1,1,0,2019-08-31
37,1,1,1,2019-08-31
38,1,1,12,2019-08-31
4,18,18,245,2019-08-31
44,1,1,9,2019-08-31
46,1,1,8,2019-08-31
5,19,19,138,2019-08-31
56,1,1,5,2019-08-31
6,7,7,43,2019-08-31
60,1,1,1,2019-08-31
69,1,1,5,2019-08-31
7,6,6,22,2019-08-31
73,1,1,2,2019-08-31
8,3,3,17,2019-08-31
9,3,3,51,2019-08-31
0,529,1138,9235,2019-09-01
1,109,109,1096,2019-09-01
10,3,3,26,2019-09-01
11,3,3,11,2019-09-01
13,1,1,29,2019-09-01
14,1,1,17,2019-09-01
15,1,1,1,2019-09-01
16,1,1,3,2019-09-01
2,71,71,729,2019-09-01
23,1,1,16,2019-09-01
25,1,1,3,2019-09-01
26,1,1,22,2019-09-01
28,1,1,2,2019-09-01
3,23,23,218,2019-09-01
30,2,2,52,2019-09-01
34,1,1,1,2019-09-01
4,24,24,235,2019-09-01
5,24,24,233,2019-09-01
6,8,8,133,2019-09-01
65,1,1,1,2019-09-01
7,2,2,36,2019-09-01
76,1,1,3,2019-09-01
8,2,2,5,2019-09-01
9,1,1,3,2019-09-01
0,636,1273,9569,2019-09-02
1,139,139,1316,2019-09-02
10,5,5,42,2019-09-02
104,1,1,1,2019-09-02
11,5,5,12,2019-09-02
12,6,6,31,2019-09-02
13,3,3,10,2019-09-02
15,4,4,33,2019-09-02
16,1,1,12,2019-09-02
17,3,3,34,2019-09-02
18,1,1,1,2019-09-02
19,1,1,9,2019-09-02
2,112,112,790,2019-09-02
20,1,1,2,2019-09-02
21,1,1,0,2019-09-02
23,1,1,1,2019-09-02
24,1,1,13,2019-09-02
25,3,3,23,2019-09-02
26,1,1,46,2019-09-02
3,75,74,548,2019-09-02
30,1,1,0,2019-09-02
31,1,1,3,2019-09-02
4,29,29,94,2019-09-02
40,1,1,12,2019-09-02
5,26,26,192,2019-09-02
6,20,20,108,2019-09-02
64,1,1,0,2019-09-02
7,7,7,22,2019-09-02
75,1,1,2,2019-09-02
8,1,1,61,2019-09-02
9,4,4,20,2019-09-02
97,1,1,22,2019-09-02
0,635,1350,10658,2019-09-03
1,114,114,1011,2019-09-03
10,2,2,20,2019-09-03
102,1,1,1,2019-09-03
11,4,4,39,2019-09-03
12,4,4,62,2019-09-03
13,3,3,36,2019-09-03
17,1,1,25,2019-09-03
18,1,1,4,2019-09-03
2,41,41,318,2019-09-03
21,2,2,86,2019-09-03
23,1,1,4,2019-09-03
25,1,1,1,2019-09-03
27,1,1,8,2019-09-03
3,29,29,141,2019-09-03
33,1,1,9,2019-09-03
4,30,30,212,2019-09-03
43,1,1,9,2019-09-03
5,21,21,130,2019-09-03
6,14,14,83,2019-09-03
7,15,15,135,2019-09-03
74,1,1,1,2019-09-03
8,6,6,43,2019-09-03
83,1,1,2,2019-09-03
9,4,4,17,2019-09-03
0,595,1167,9289,2019-09-04
1,153,153,1232,2019-09-04
11,1,1,6,2019-09-04
12,2,2,5,2019-09-04
122,1,1,2,2019-09-04
13,4,4,18,2019-09-04
15,3,3,36,2019-09-04
2,46,46,359,2019-09-04
21,2,2,6,2019-09-04
23,2,2,6,2019-09-04
24,2,2,52,2019-09-04
29,3,3,42,2019-09-04
3,16,16,138,2019-09-04
33,1,1,8,2019-09-04
39,1,1,4,2019-09-04
4,11,11,263,2019-09-04
40,1,1,2,2019-09-04
43,2,2,24,2019-09-04
47,1,1,10,2019-09-04
5,14,14,106,2019-09-04
51,1,1,1,2019-09-04
52,1,1,1,2019-09-04
54,1,1,6,2019-09-04
58,1,1,4,2019-09-04
6,13,13,184,2019-09-04
69,1,1,6,2019-09-04
7,11,11,159,2019-09-04
8,7,7,47,2019-09-04
85,1,1,33,2019-09-04
9,3,3,11,2019-09-04
0,562,1146,8366,2019-09-05
1,117,117,895,2019-09-05
10,11,11,65,2019-09-05
105,1,1,6,2019-09-05
11,2,2,28,2019-09-05
12,1,1,3,2019-09-05
127,1,1,21,2019-09-05
13,1,1,4,2019-09-05
14,3,3,6,2019-09-05
15,2,2,16,2019-09-05
17,4,4,42,2019-09-05
18,2,2,4,2019-09-05
2,48,48,261,2019-09-05
22,1,1,6,2019-09-05
23,1,1,25,2019-09-05
26,1,1,4,2019-09-05
27,1,1,1,2019-09-05
28,1,1,2,2019-09-05
3,20,20,250,2019-09-05
34,1,1,5,2019-09-05
4,11,11,42,2019-09-05
40,1,1,2,2019-09-05
41,2,2,15,2019-09-05
42,1,1,2,2019-09-05
47,1,1,10,2019-09-05
49,1,1,6,2019-09-05
5,20,20,197,2019-09-05
6,11,11,74,2019-09-05
7,6,6,61,2019-09-05
72,1,1,16,2019-09-05
8,8,8,15,2019-09-05
9,9,9,42,2019-09-05
