daysSinceLastSession,vistornum,sessionnum,pvnum,logdate
6,9,9,74,2019-08-08
69,1,1,19,2019-08-08
7,7,7,51,2019-08-08
8,3,3,18,2019-08-08
9,4,4,5,2019-08-08
0,327,572,3575,2019-08-09
1,66,66,324,2019-08-09
10,3,3,49,2019-08-09
11,1,1,2,2019-08-09
12,3,3,57,2019-08-09
13,2,2,2,2019-08-09
15,1,1,2,2019-08-09
16,1,1,0,2019-08-09
17,1,1,58,2019-08-09
18,5,5,34,2019-08-09
19,2,2,20,2019-08-09
2,23,23,182,2019-08-09
21,2,2,4,2019-08-09
22,1,1,11,2019-08-09
24,1,1,10,2019-08-09
26,1,1,1,2019-08-09
27,1,1,262,2019-08-09
28,1,1,7,2019-08-09
3,27,27,297,2019-08-09
30,1,1,42,2019-08-09
32,1,1,3,2019-08-09
4,14,14,134,2019-08-09
46,1,1,10,2019-08-09
5,10,10,81,2019-08-09
51,1,1,1,2019-08-09
55,1,1,3,2019-08-09
6,4,4,132,2019-08-09
60,1,1,2,2019-08-09
7,6,6,9,2019-08-09
74,1,1,3,2019-08-09
86,1,1,1,2019-08-09
9,1,1,1,2019-08-09
0,284,519,3768,2019-08-10
1,70,70,678,2019-08-10
10,4,4,13,2019-08-10
11,1,1,11,2019-08-10
12,1,1,3,2019-08-10
14,3,3,39,2019-08-10
16,1,1,59,2019-08-10
17,1,1,1,2019-08-10
18,1,1,3,2019-08-10
19,1,1,3,2019-08-10
2,24,24,400,2019-08-10
20,1,1,4,2019-08-10
21,1,1,10,2019-08-10
24,1,1,2,2019-08-10
25,1,1,3,2019-08-10
3,9,9,135,2019-08-10
4,13,13,125,2019-08-10
43,1,1,12,2019-08-10
5,7,7,48,2019-08-10
53,1,1,0,2019-08-10
54,1,1,8,2019-08-10
56,1,1,1,2019-08-10
6,6,6,26,2019-08-10
7,4,4,35,2019-08-10
74,1,1,1,2019-08-10
78,1,1,1,2019-08-10
8,8,8,61,2019-08-10
9,1,1,34,2019-08-10
0,304,559,3896,2019-08-11
1,58,57,279,2019-08-11
10,4,4,33,2019-08-11
11,2,2,18,2019-08-11
13,2,2,20,2019-08-11
14,2,2,2,2019-08-11
15,2,2,19,2019-08-11
17,1,1,9,2019-08-11
18,1,1,1,2019-08-11
2,34,34,344,2019-08-11
20,1,1,1,2019-08-11
22,1,1,1,2019-08-11
25,2,2,17,2019-08-11
26,1,1,16,2019-08-11
27,2,2,30,2019-08-11
29,1,1,26,2019-08-11
3,23,23,193,2019-08-11
36,1,1,8,2019-08-11
39,1,1,6,2019-08-11
4,13,13,111,2019-08-11
44,1,1,10,2019-08-11
48,1,1,3,2019-08-11
5,7,7,37,2019-08-11
6,6,6,75,2019-08-11
66,1,1,5,2019-08-11
7,2,2,1,2019-08-11
8,5,5,47,2019-08-11
87,1,1,2,2019-08-11
9,6,6,101,2019-08-11
0,413,760,4808,2019-08-12
1,71,71,483,2019-08-12
10,8,8,32,2019-08-12
11,5,5,39,2019-08-12
12,4,4,14,2019-08-12
15,1,1,8,2019-08-12
16,2,2,3,2019-08-12
17,2,2,14,2019-08-12
18,1,1,1,2019-08-12
19,1,1,7,2019-08-12
2,41,41,369,2019-08-12
21,2,2,2,2019-08-12
23,1,1,3,2019-08-12
24,1,1,5,2019-08-12
25,2,2,5,2019-08-12
26,1,1,5,2019-08-12
28,1,1,41,2019-08-12
3,59,59,430,2019-08-12
31,1,1,2,2019-08-12
37,1,1,4,2019-08-12
4,31,31,229,2019-08-12
40,1,1,2,2019-08-12
43,1,1,1,2019-08-12
5,28,28,168,2019-08-12
56,1,1,7,2019-08-12
59,1,1,5,2019-08-12
6,14,14,82,2019-08-12
60,2,2,12,2019-08-12
61,1,1,6,2019-08-12
67,1,1,7,2019-08-12
7,6,6,41,2019-08-12
73,1,1,1,2019-08-12
8,3,3,7,2019-08-12
80,1,1,4,2019-08-12
87,1,1,5,2019-08-12
9,5,5,53,2019-08-12
0,464,818,6283,2019-08-13
1,75,76,488,2019-08-13
10,5,5,59,2019-08-13
11,8,8,43,2019-08-13
12,4,4,40,2019-08-13
13,4,4,99,2019-08-13
14,1,1,15,2019-08-13
15,2,2,20,2019-08-13
17,2,2,13,2019-08-13
18,1,1,6,2019-08-13
19,1,1,1,2019-08-13
2,25,24,180,2019-08-13
20,1,1,14,2019-08-13
21,1,1,4,2019-08-13
26,1,1,4,2019-08-13
28,1,1,7,2019-08-13
3,9,9,41,2019-08-13
4,16,16,253,2019-08-13
41,1,1,4,2019-08-13
48,1,1,0,2019-08-13
5,11,11,71,2019-08-13
53,1,1,0,2019-08-13
59,1,1,4,2019-08-13
6,15,15,245,2019-08-13
60,1,1,1,2019-08-13
61,3,3,14,2019-08-13
63,1,1,2,2019-08-13
7,7,7,51,2019-08-13
74,1,1,14,2019-08-13
8,4,4,176,2019-08-13
9,5,5,100,2019-08-13
0,370,621,4371,2019-08-14
1,97,94,734,2019-08-14
10,2,2,6,2019-08-14
11,1,1,8,2019-08-14
12,6,6,44,2019-08-14
13,2,2,5,2019-08-14
15,1,1,1,2019-08-14
17,1,1,6,2019-08-14
2,28,28,235,2019-08-14
20,2,2,4,2019-08-14
24,1,1,1,2019-08-14
26,1,1,16,2019-08-14
28,2,2,3,2019-08-14
3,6,6,54,2019-08-14
4,11,11,29,2019-08-14
5,6,6,14,2019-08-14
6,7,7,58,2019-08-14
7,9,9,71,2019-08-14
8,9,9,34,2019-08-14
85,1,1,39,2019-08-14
9,2,2,35,2019-08-14
0,362,610,4311,2019-08-15
1,85,85,568,2019-08-15
10,3,3,18,2019-08-15
11,1,1,3,2019-08-15
12,3,3,27,2019-08-15
13,4,4,49,2019-08-15
14,2,2,15,2019-08-15
16,2,2,5,2019-08-15
17,1,1,14,2019-08-15
2,46,46,199,2019-08-15
21,1,1,7,2019-08-15
23,1,1,22,2019-08-15
25,1,1,2,2019-08-15
26,1,1,3,2019-08-15
28,1,1,10,2019-08-15
3,18,18,102,2019-08-15
30,3,3,14,2019-08-15
37,1,1,1,2019-08-15
4,8,8,42,2019-08-15
47,1,1,5,2019-08-15
5,9,9,30,2019-08-15
54,1,1,16,2019-08-15
6,5,5,15,2019-08-15
65,2,2,2,2019-08-15
7,6,6,21,2019-08-15
74,1,1,7,2019-08-15
8,5,5,34,2019-08-15
89,1,1,5,2019-08-15
9,3,3,13,2019-08-15
0,320,524,3269,2019-08-16
1,65,65,406,2019-08-16
10,1,1,9,2019-08-16
11,1,1,3,2019-08-16
12,2,2,260,2019-08-16
13,3,3,15,2019-08-16
14,5,5,52,2019-08-16
15,3,3,4,2019-08-16
16,1,1,0,2019-08-16
168,1,1,9,2019-08-16
19,1,1,3,2019-08-16
2,28,28,132,2019-08-16
22,1,1,1,2019-08-16
23,1,1,2,2019-08-16
29,1,1,11,2019-08-16
3,17,17,73,2019-08-16
4,15,15,126,2019-08-16
5,6,6,21,2019-08-16
6,1,1,25,2019-08-16
7,3,3,342,2019-08-16
8,5,5,30,2019-08-16
9,2,2,21,2019-08-16
0,251,415,2822,2019-08-17
1,72,72,386,2019-08-17
10,2,2,9,2019-08-17
11,4,4,20,2019-08-17
118,1,1,13,2019-08-17
12,1,1,7,2019-08-17
127,1,1,15,2019-08-17
13,3,3,23,2019-08-17
14,1,1,14,2019-08-17
15,3,3,10,2019-08-17
16,2,2,17,2019-08-17
19,1,1,2,2019-08-17
2,28,28,246,2019-08-17
21,1,1,1,2019-08-17
22,3,3,65,2019-08-17
23,1,1,18,2019-08-17
25,1,1,15,2019-08-17
3,19,19,123,2019-08-17
31,1,1,1,2019-08-17
32,1,1,1,2019-08-17
33,1,1,2,2019-08-17
39,1,1,4,2019-08-17
4,10,10,106,2019-08-17
44,1,1,2,2019-08-17
5,11,11,127,2019-08-17
6,12,12,59,2019-08-17
61,1,1,3,2019-08-17
62,1,1,2,2019-08-17
7,5,5,16,2019-08-17
8,7,7,90,2019-08-17
9,1,1,4,2019-08-17
0,274,483,2672,2019-08-18
1,46,46,241,2019-08-18
10,3,3,10,2019-08-18
11,2,2,15,2019-08-18
12,4,4,26,2019-08-18
13,4,4,20,2019-08-18
134,1,1,5,2019-08-18
14,1,1,14,2019-08-18
15,3,3,4,2019-08-18
16,4,4,8,2019-08-18
17,2,2,4,2019-08-18
18,1,1,19,2019-08-18
19,1,1,1,2019-08-18
2,30,30,267,2019-08-18
21,2,2,7,2019-08-18
22,1,1,2,2019-08-18
28,1,1,2,2019-08-18
29,1,1,1,2019-08-18
3,24,24,134,2019-08-18
34,1,1,65,2019-08-18
4,7,7,36,2019-08-18
40,1,1,2,2019-08-18
5,12,12,113,2019-08-18
50,1,1,1,2019-08-18
6,6,6,32,2019-08-18
60,1,1,1,2019-08-18
7,5,5,102,2019-08-18
71,1,1,19,2019-08-18
8,3,3,22,2019-08-18
9,2,2,8,2019-08-18
0,384,641,4378,2019-08-19
1,58,58,293,2019-08-19
10,4,4,45,2019-08-19
11,8,8,63,2019-08-19
12,4,4,27,2019-08-19
13,3,3,28,2019-08-19
134,1,1,2,2019-08-19
14,1,1,5,2019-08-19
15,2,2,6,2019-08-19
16,3,3,40,2019-08-19
17,6,6,24,2019-08-19
18,2,2,22,2019-08-19
19,1,1,3,2019-08-19
2,67,67,326,2019-08-19
21,2,2,2,2019-08-19
22,1,1,19,2019-08-19
23,1,1,9,2019-08-19
24,3,3,173,2019-08-19
25,4,4,28,2019-08-19
29,1,1,6,2019-08-19
3,48,48,636,2019-08-19
31,2,2,4,2019-08-19
35,1,1,18,2019-08-19
38,1,1,6,2019-08-19
4,28,28,222,2019-08-19
41,1,1,2,2019-08-19
43,1,1,12,2019-08-19
44,1,1,8,2019-08-19
5,17,17,83,2019-08-19
56,1,1,9,2019-08-19
59,1,1,2,2019-08-19
6,12,12,231,2019-08-19
7,6,6,45,2019-08-19
70,1,1,10,2019-08-19
8,6,6,70,2019-08-19
88,1,1,5,2019-08-19
9,3,3,74,2019-08-19
0,386,643,3997,2019-08-20
1,81,81,467,2019-08-20
10,1,1,11,2019-08-20
11,3,3,5,2019-08-20
12,3,3,4,2019-08-20
13,6,6,190,2019-08-20
14,3,3,24,2019-08-20
16,1,1,13,2019-08-20
17,1,1,0,2019-08-20
18,3,3,14,2019-08-20
19,2,2,29,2019-08-20
2,23,23,202,2019-08-20
21,1,1,17,2019-08-20
23,1,1,4,2019-08-20
24,1,1,6,2019-08-20
25,2,2,11,2019-08-20
27,1,1,2,2019-08-20
28,2,2,2,2019-08-20
3,18,18,73,2019-08-20
35,1,1,3,2019-08-20
39,1,1,6,2019-08-20
4,15,15,102,2019-08-20
48,1,1,8,2019-08-20
5,15,15,66,2019-08-20
54,1,1,11,2019-08-20
6,12,12,46,2019-08-20
61,1,1,6,2019-08-20
7,5,5,48,2019-08-20
71,1,1,3,2019-08-20
77,1,1,1,2019-08-20
8,5,5,9,2019-08-20
9,1,1,2,2019-08-20
0,349,539,3756,2019-08-21
1,86,86,832,2019-08-21
10,5,5,12,2019-08-21
118,1,1,8,2019-08-21
12,2,2,19,2019-08-21
13,4,4,22,2019-08-21
14,1,1,7,2019-08-21
15,5,5,143,2019-08-21
16,2,2,8,2019-08-21
17,1,1,2,2019-08-21
19,3,3,25,2019-08-21
2,37,37,236,2019-08-21
20,3,3,62,2019-08-21
21,4,4,25,2019-08-21
22,2,2,153,2019-08-21
24,2,2,7,2019-08-21
27,1,1,7,2019-08-21
3,20,20,160,2019-08-21
30,2,2,21,2019-08-21
31,1,1,1,2019-08-21
35,1,1,4,2019-08-21
39,1,1,1,2019-08-21
4,15,15,83,2019-08-21
47,1,1,2,2019-08-21
48,1,1,24,2019-08-21
5,9,9,52,2019-08-21
6,8,8,76,2019-08-21
65,1,1,2,2019-08-21
66,1,1,10,2019-08-21
7,9,9,48,2019-08-21
79,1,1,2,2019-08-21
8,9,9,137,2019-08-21
87,1,1,2,2019-08-21
9,5,5,17,2019-08-21
0,360,551,3625,2019-08-22
1,89,89,709,2019-08-22
10,5,5,97,2019-08-22
11,4,4,17,2019-08-22
12,1,1,9,2019-08-22
13,3,3,7,2019-08-22
130,1,1,3,2019-08-22
14,3,3,28,2019-08-22
15,3,3,31,2019-08-22
17,1,1,1,2019-08-22
18,1,1,2,2019-08-22
19,3,3,52,2019-08-22
2,46,46,372,2019-08-22
21,3,3,50,2019-08-22
22,1,1,2,2019-08-22
23,1,1,2,2019-08-22
24,1,1,2,2019-08-22
27,1,1,4,2019-08-22
3,20,20,139,2019-08-22
31,2,2,10,2019-08-22
33,2,2,16,2019-08-22
35,2,2,73,2019-08-22
39,1,1,1,2019-08-22
4,6,6,18,2019-08-22
41,1,1,9,2019-08-22
48,1,1,2,2019-08-22
49,1,1,72,2019-08-22
5,10,10,78,2019-08-22
55,1,1,2,2019-08-22
6,12,12,82,2019-08-22
61,1,1,19,2019-08-22
63,2,2,15,2019-08-22
7,4,4,48,2019-08-22
70,1,1,5,2019-08-22
78,1,1,129,2019-08-22
79,1,1,60,2019-08-22
8,9,9,93,2019-08-22
82,1,1,13,2019-08-22
9,7,7,53,2019-08-22
91,1,1,2,2019-08-22
